team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Lille,160,2021,Ligue_1,,,,,,,,,,,,,
Paris Saint Germain,161,2021,Ligue_1,,,,,,,,,,,,,
Rennes,163,2021,Ligue_1,,,,,,,,,,,,,
Marseille,164,2021,Ligue_1,,,,,,,,,,,,,
Montpellier,166,2021,Ligue_1,,,,,,,,,,,,,
Angers,167,2021,Ligue_1,,,,,,,,,,,,,
Nantes,168,2021,Ligue_1,,,,,,,,,,,,,
Nice,170,2021,Ligue_1,,,,,,,,,,,,,
Monaco,171,2021,Ligue_1,,,,,,,,,,,,,
Troyes,172,2021,Ligue_1,,,,,,,,,,,,,
Saint-Etienne,175,2021,Ligue_1,,,,,,,,,,,,,
Bordeaux,176,2021,Ligue_1,,,,,,,,,,,,,
Reims,177,2021,Ligue_1,,,,,,,,,,,,,
Lyon,178,2021,Ligue_1,,,,,,,,,,,,,
Lorient,179,2021,Ligue_1,,,,,,,,,,,,,
Metz,180,2021,Ligue_1,,,,,,,,,,,,,
Lens,210,2021,Ligue_1,,,,,,,,,,,,,
Strasbourg,225,2021,Ligue_1,,,,,,,,,,,,,
Brest,241,2021,Ligue_1,,,,,,,,,,,,,
Clermont Foot,270,2021,Ligue_1,,,,,,,,,,,,,
