id,isResult,h,a,goals,xG,datetime,forecast,season,league
29844,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '0', 'a': '0'}","{'h': '0.56563', 'a': '0.55094'}",2025-08-23 16:30:00,"{'w': '0.2919', 'd': '0.4418', 'l': '0.2663'}",2025,Serie_A
29845,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '2'}","{'h': '0.298477', 'a': '1.55456'}",2025-08-23 16:30:00,"{'w': '0.0424', 'd': '0.1855', 'l': '0.7721'}",2025,Serie_A
29846,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'h': '1', 'a': '2'}","{'h': '2.08498', 'a': '0.363576'}",2025-08-23 18:45:00,"{'w': '0.8187', 'd': '0.1442', 'l': '0.0371'}",2025,Serie_A
29847,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '1', 'a': '0'}","{'h': '1.47691', 'a': '0.443508'}",2025-08-23 18:45:00,"{'w': '0.6723', 'd': '0.2366', 'l': '0.0911'}",2025,Serie_A
29848,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '1', 'a': '1'}","{'h': '1.51736', 'a': '1.14261'}",2025-08-24 16:30:00,"{'w': '0.4365', 'd': '0.3168', 'l': '0.2467'}",2025,Serie_A
29849,True,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '2', 'a': '0'}","{'h': '1.28478', 'a': '0.202984'}",2025-08-24 16:30:00,"{'w': '0.6834', 'd': '0.2652', 'l': '0.0514'}",2025,Serie_A
29850,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'h': '1', 'a': '1'}","{'h': '2.04697', 'a': '1.02901'}",2025-08-24 18:45:00,"{'w': '0.6354', 'd': '0.2258', 'l': '0.1388'}",2025,Serie_A
29851,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '2', 'a': '0'}","{'h': '2.74202', 'a': '0.815567'}",2025-08-24 18:45:00,"{'w': '0.8391', 'd': '0.1208', 'l': '0.0401'}",2025,Serie_A
29852,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '1.05058', 'a': '0.799203'}",2025-08-25 16:30:00,"{'w': '0.3862', 'd': '0.3827', 'l': '0.2311'}",2025,Serie_A
29853,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '5', 'a': '0'}","{'h': '2.60956', 'a': '0.816232'}",2025-08-25 18:45:00,"{'w': '0.7923', 'd': '0.1408', 'l': '0.0669'}",2025,Serie_A
29854,True,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '3', 'a': '2'}","{'h': '3.52949', 'a': '1.32978'}",2025-08-29 16:30:00,"{'w': '0.9025', 'd': '0.078', 'l': '0.0195'}",2025,Serie_A
29855,True,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '2'}","{'h': '0.481693', 'a': '2.13175'}",2025-08-29 18:45:00,"{'w': '0.0518', 'd': '0.1469', 'l': '0.8013'}",2025,Serie_A
29856,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': '1', 'a': '0'}","{'h': '1.51584', 'a': '0.521585'}",2025-08-30 16:30:00,"{'w': '0.6632', 'd': '0.2377', 'l': '0.0991'}",2025,Serie_A
29857,True,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '1'}","{'h': '0.751112', 'a': '1.19727'}",2025-08-30 16:30:00,"{'w': '0.1909', 'd': '0.3634', 'l': '0.4457'}",2025,Serie_A
