team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Sevilla,138,2023,La_liga,h,0.714148,1.06796,0.714148,1.06796,"{'att': 176, 'def': 29}","{'att': 226, 'def': 27}",3,6,1,2,1.0194,l,2023-08-11 19:30:00,0,0,1,0,-0.353812
Sevilla,138,2023,La_liga,a,0.958638,2.17962,0.958638,2.17962,"{'att': 106, 'def': 18}","{'att': 306, 'def': 15}",8,3,3,4,0.5178,l,2023-08-21 17:00:00,0,0,1,0,-1.2209819999999998
Sevilla,138,2023,La_liga,h,1.93643,1.07498,1.93643,1.07498,"{'att': 271, 'def': 32}","{'att': 179, 'def': 16}",6,1,1,2,2.0106,l,2023-08-26 19:30:00,0,0,1,0,0.86145
Sevilla,138,2023,La_liga,h,2.43059,1.03513,2.43059,1.03513,"{'att': 236, 'def': 30}","{'att': 152, 'def': 23}",5,6,1,0,2.322,w,2023-09-17 16:30:00,1,0,0,3,1.39546
Sevilla,138,2023,La_liga,a,0.693906,1.57361,0.693906,1.57361,"{'att': 124, 'def': 16}","{'att': 194, 'def': 20}",4,9,0,0,0.6545,d,2023-09-23 14:15:00,0,1,0,1,-0.8797039999999999
Sevilla,138,2023,La_liga,h,2.90509,1.37069,2.90509,0.627414,"{'att': 270, 'def': 19}","{'att': 191, 'def': 23}",7,3,5,1,2.3610999999999995,w,2023-09-26 17:00:00,1,0,0,3,2.277676
Sevilla,138,2023,La_liga,a,1.07557,2.5598,1.07557,2.5598,"{'att': 269, 'def': 29}","{'att': 159, 'def': 10}",6,7,0,1,0.47019999999999995,l,2023-09-29 19:00:00,0,0,1,0,-1.4842300000000002
Sevilla,138,2023,La_liga,h,0.807105,0.998714,0.807105,0.998714,"{'att': 99, 'def': 23}","{'att': 206, 'def': 19}",14,2,2,2,1.1118000000000001,d,2023-10-07 19:00:00,0,1,0,1,-0.19160900000000003
Sevilla,138,2023,La_liga,h,1.8723,2.17904,1.8723,2.17904,"{'att': 343, 'def': 13}","{'att': 277, 'def': 9}",4,3,1,1,1.1502,d,2023-10-21 16:30:00,0,1,0,1,-0.30674
Sevilla,138,2023,La_liga,a,1.28392,1.42705,1.28392,1.42705,"{'att': 132, 'def': 21}","{'att': 288, 'def': 26}",3,5,2,2,1.2521,d,2023-10-28 19:00:00,0,1,0,1,-0.14312999999999998
Sevilla,138,2023,La_liga,a,1.25089,3.01524,1.25089,3.01524,"{'att': 198, 'def': 12}","{'att': 268, 'def': 21}",4,2,1,1,0.3816,d,2023-11-04 17:30:00,0,1,0,1,-1.7643499999999999
Sevilla,138,2023,La_liga,h,0.615603,2.17922,0.615603,2.17922,"{'att': 158, 'def': 29}","{'att': 265, 'def': 14}",4,8,1,1,0.2931,d,2023-11-12 17:30:00,0,1,0,1,-1.5636169999999998
Sevilla,138,2023,La_liga,a,0.374082,1.05204,0.374082,1.05204,"{'att': 233, 'def': 20}","{'att': 228, 'def': 28}",4,6,1,2,0.6696,l,2023-11-26 15:15:00,0,0,1,0,-0.6779580000000001
Sevilla,138,2023,La_liga,h,2.4784,1.47061,2.4784,1.47061,"{'att': 263, 'def': 14}","{'att': 284, 'def': 15}",9,4,1,1,2.1363,d,2023-12-03 17:30:00,0,1,0,1,1.0077900000000002
Sevilla,138,2023,La_liga,a,0.554467,0.533315,0.554467,0.533315,"{'att': 145, 'def': 13}","{'att': 326, 'def': 22}",2,4,0,1,1.2530999999999999,l,2023-12-09 20:00:00,0,0,1,0,0.02115200000000006
Sevilla,138,2023,La_liga,h,0.80788,2.83746,0.80788,1.35091,"{'att': 175, 'def': 23}","{'att': 265, 'def': 22}",7,4,0,3,0.2097,l,2023-12-16 17:30:00,0,0,1,0,-0.54303
Sevilla,138,2023,La_liga,a,0.514939,1.12822,0.514939,1.12822,"{'att': 306, 'def': 29}","{'att': 287, 'def': 20}",2,7,3,0,0.7795000000000001,w,2023-12-19 20:30:00,1,0,0,3,-0.613281
Sevilla,138,2023,La_liga,a,0.279969,1.53277,0.279969,1.53277,"{'att': 262, 'def': 16}","{'att': 258, 'def': 19}",4,9,0,1,0.36660000000000004,l,2023-12-23 14:15:00,0,0,1,0,-1.2528009999999998
Sevilla,138,2023,La_liga,h,0.54777,1.99704,0.54777,1.99704,"{'att': 173, 'def': 21}","{'att': 347, 'def': 27}",2,4,0,2,0.3917,l,2024-01-04 18:15:00,0,0,1,0,-1.4492699999999998
Sevilla,138,2023,La_liga,h,2.49561,2.08895,1.75234,2.08895,"{'att': 119, 'def': 25}","{'att': 314, 'def': 22}",3,5,2,3,1.6772,l,2024-01-12 20:00:00,0,0,1,0,-0.3366100000000001
Sevilla,138,2023,La_liga,a,0.947841,2.95279,0.947841,2.95279,"{'att': 380, 'def': 25}","{'att': 245, 'def': 16}",4,8,1,5,0.2544,l,2024-01-21 20:00:00,0,0,1,0,-2.004949
Sevilla,138,2023,La_liga,h,1.42372,1.07779,1.42372,1.07779,"{'att': 261, 'def': 18}","{'att': 190, 'def': 19}",2,3,1,1,1.6481,d,2024-01-28 17:30:00,0,1,0,1,0.34593000000000007
Sevilla,138,2023,La_liga,a,1.77647,2.1306,1.77647,2.1306,"{'att': 356, 'def': 9}","{'att': 158, 'def': 18}",3,3,2,1,1.1476,w,2024-02-05 20:00:00,1,0,0,3,-0.35412999999999983
Sevilla,138,2023,La_liga,h,2.15338,1.67549,2.15338,1.67549,"{'att': 392, 'def': 17}","{'att': 264, 'def': 14}",6,11,1,0,1.7237,w,2024-02-11 17:30:00,1,0,0,3,0.4778899999999999
Sevilla,138,2023,La_liga,a,0.0457854,1.11987,0.0457854,1.11987,"{'att': 358, 'def': 10}","{'att': 346, 'def': 16}",4,3,0,0,0.28700000000000003,d,2024-02-17 20:00:00,0,1,0,1,-1.0740846
Sevilla,138,2023,La_liga,a,0.967099,1.01644,0.967099,1.01644,"{'att': 304, 'def': 17}","{'att': 213, 'def': 26}",1,14,0,1,1.3481,l,2024-02-25 20:00:00,0,0,1,0,-0.04934099999999997
Sevilla,138,2023,La_liga,h,2.15506,1.27238,2.15506,0.529106,"{'att': 308, 'def': 19}","{'att': 140, 'def': 31}",4,5,3,2,2.0863,w,2024-03-02 13:00:00,1,0,0,3,1.6259540000000001
Sevilla,138,2023,La_liga,a,2.6495,1.81235,2.6495,1.81235,"{'att': 231, 'def': 24}","{'att': 292, 'def': 11}",7,3,2,2,1.9243000000000001,d,2024-03-11 20:00:00,0,1,0,1,0.8371500000000003
Sevilla,138,2023,La_liga,h,1.75591,2.23423,1.75591,2.23423,"{'att': 387, 'def': 20}","{'att': 189, 'def': 13}",4,12,1,2,1.0535999999999999,l,2024-03-17 13:00:00,0,0,1,0,-0.4783200000000001
Sevilla,138,2023,La_liga,a,0.901033,1.57791,0.901033,1.57791,"{'att': 335, 'def': 18}","{'att': 135, 'def': 20}",1,10,1,0,0.8082,w,2024-03-30 13:00:00,1,0,0,3,-0.676877
Sevilla,138,2023,La_liga,a,2.06406,0.0909476,2.06406,0.0909476,"{'att': 437, 'def': 17}","{'att': 232, 'def': 13}",5,2,2,0,2.8068000000000004,w,2024-04-14 12:00:00,1,0,0,3,1.9731124
Sevilla,138,2023,La_liga,h,1.72842,0.879845,1.72842,0.879845,"{'att': 287, 'def': 21}","{'att': 350, 'def': 13}",0,1,2,1,2.0612,w,2024-04-22 19:00:00,1,0,0,3,0.8485750000000001
Sevilla,138,2023,La_liga,a,1.26484,2.39465,1.26484,1.65137,"{'att': 233, 'def': 16}","{'att': 261, 'def': 21}",1,4,1,1,0.5551999999999999,d,2024-04-28 19:00:00,0,1,0,1,-0.38653000000000004
Sevilla,138,2023,La_liga,h,2.45224,0.227083,2.45224,0.227083,"{'att': 196, 'def': 28}","{'att': 298, 'def': 24}",6,3,3,0,2.8304,w,2024-05-05 19:00:00,1,0,0,3,2.2251570000000003
Sevilla,138,2023,La_liga,a,1.95835,3.10775,1.21507,3.10775,"{'att': 248, 'def': 21}","{'att': 216, 'def': 14}",2,15,2,3,0.7013,l,2024-05-11 14:15:00,0,0,1,0,-1.8926799999999997
Sevilla,138,2023,La_liga,h,1.43788,2.85137,1.43788,2.85137,"{'att': 165, 'def': 22}","{'att': 247, 'def': 26}",7,2,0,1,0.5572,l,2024-05-15 17:30:00,0,0,1,0,-1.4134900000000001
Sevilla,138,2023,La_liga,a,1.29208,1.78593,1.29208,1.78593,"{'att': 277, 'def': 8}","{'att': 265, 'def': 21}",3,9,0,2,1.0187,l,2024-05-19 17:00:00,0,0,1,0,-0.4938500000000001
Sevilla,138,2023,La_liga,h,1.96266,1.4772,1.96266,1.4772,"{'att': 364, 'def': 17}","{'att': 251, 'def': 18}",4,11,1,2,1.7084,l,2024-05-26 19:00:00,0,0,1,0,0.48546
