id,isResult,side,h,a,goals,xG,datetime,forecast,result,team,season,league
4755,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '1'}","{'h': '1.55411', 'a': '0.158151'}",2014-08-16 17:30:00,"{'w': 0.7376157836811951, 'd': 0.22761177701625593, 'l': 0.034772439169235954}",w,Arsenal,2014,EPL
4764,True,a,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '2'}","{'h': '1.33429', 'a': '1.43355'}",2014-08-23 17:30:00,"{'w': 0.3503151410321937, 'd': 0.2541387749093909, 'l': 0.39554608399737895}",d,Arsenal,2014,EPL
4778,True,a,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '1'}","{'h': '0.809743', 'a': '2.29649'}",2014-08-31 16:00:00,"{'w': 0.11589262553321511, 'd': 0.17572265466698714, 'l': 0.708384696426796}",d,Arsenal,2014,EPL
4719,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '2', 'a': '2'}","{'h': '2.07804', 'a': '2.30834'}",2014-09-13 12:45:00,"{'w': 0.35958705116183387, 'd': 0.19585316971841832, 'l': 0.4445597477542596}",d,Arsenal,2014,EPL
4731,True,a,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '3'}","{'h': '0.649013', 'a': '1.36224'}",2014-09-20 15:00:00,"{'w': 0.17771527199175974, 'd': 0.28099982155285164, 'l': 0.541284906433302}",w,Arsenal,2014,EPL
4746,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '1', 'a': '1'}","{'h': '1.2647', 'a': '0.673535'}",2014-09-27 17:30:00,"{'w': 0.5064634984886278, 'd': 0.29530550750179074, 'l': 0.19823099400164385}",d,Arsenal,2014,EPL
4697,True,a,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '0'}","{'h': '1.40263', 'a': '0.330699'}",2014-10-05 14:05:00,"{'w': 0.6457196938064197, 'd': 0.2686635216576461, 'l': 0.08561678450296509}",l,Arsenal,2014,EPL
4705,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '91', 'title': 'Hull', 'short_title': 'HUL'}","{'h': '2', 'a': '2'}","{'h': '2.14845', 'a': '0.552062'}",2014-10-18 15:00:00,"{'w': 0.7444900725675073, 'd': 0.17382040495262338, 'l': 0.0816895126091662}",d,Arsenal,2014,EPL
4711,True,a,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '2'}","{'h': '0.441491', 'a': '1.47081'}",2014-10-25 15:00:00,"{'w': 0.1093789443108034, 'd': 0.2604192284070901, 'l': 0.6302018272190533}",w,Arsenal,2014,EPL
4652,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '3', 'a': '0'}","{'h': '4.3298', 'a': '0.684259'}",2014-11-01 15:00:00,"{'w': 0.9330613197328681, 'd': 0.04670970255321859, 'l': 0.02018067823406297}",w,Arsenal,2014,EPL
