team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Verona,94,2023,Serie_A,a,0.690842,0.844727,0.690842,0.844727,"{'att': 154, 'def': 23}","{'att': 183, 'def': 18}",6,3,1,0,1.1689,w,2023-08-19 16:30:00,1,0,0,3,-0.15388500000000005
Verona,94,2023,Serie_A,h,0.904461,2.00413,0.904461,2.00413,"{'att': 325, 'def': 19}","{'att': 90, 'def': 18}",2,14,2,1,0.5685,w,2023-08-26 18:45:00,1,0,0,3,-1.099669
Verona,94,2023,Serie_A,a,0.555465,2.62139,0.555465,1.86009,"{'att': 172, 'def': 22}","{'att': 297, 'def': 13}",1,10,1,3,0.19090000000000001,l,2023-09-01 16:30:00,0,0,1,0,-1.3046250000000001
Verona,94,2023,Serie_A,h,0.408446,0.896605,0.408446,0.896605,"{'att': 380, 'def': 29}","{'att': 199, 'def': 19}",3,7,0,0,0.8084,d,2023-09-18 18:45:00,0,1,0,1,-0.488159
Verona,94,2023,Serie_A,a,0.845815,0.916672,0.845815,0.916672,"{'att': 276, 'def': 24}","{'att': 200, 'def': 19}",4,3,0,1,1.2685000000000002,l,2023-09-23 13:00:00,0,0,1,0,-0.07085700000000006
Verona,94,2023,Serie_A,h,0.325267,1.38356,0.325267,1.38356,"{'att': 200, 'def': 16}","{'att': 189, 'def': 28}",3,6,0,1,0.3528,l,2023-09-27 16:30:00,0,0,1,0,-1.058293
Verona,94,2023,Serie_A,a,0.273624,0.617691,0.273624,0.617691,"{'att': 238, 'def': 21}","{'att': 187, 'def': 16}",2,5,0,0,0.877,d,2023-10-02 16:30:00,0,1,0,1,-0.344067
Verona,94,2023,Serie_A,a,0.506291,1.91977,0.506291,1.91977,"{'att': 272, 'def': 22}","{'att': 187, 'def': 17}",9,5,1,2,0.3348,l,2023-10-08 13:00:00,0,0,1,0,-1.413479
Verona,94,2023,Serie_A,h,0.87241,2.65531,0.87241,2.65531,"{'att': 293, 'def': 10}","{'att': 179, 'def': 24}",5,14,1,3,0.3636,l,2023-10-21 13:00:00,0,0,1,0,-1.7829000000000002
Verona,94,2023,Serie_A,a,0.318759,3.64831,0.318759,3.64831,"{'att': 291, 'def': 17}","{'att': 289, 'def': 19}",0,10,0,1,0.022899999999999997,l,2023-10-28 18:45:00,0,0,1,0,-3.329551
Verona,94,2023,Serie_A,h,1.12724,1.39014,1.12724,1.39014,"{'att': 329, 'def': 8}","{'att': 205, 'def': 16}",8,3,1,3,1.1214,l,2023-11-05 11:30:00,0,0,1,0,-0.2628999999999999
Verona,94,2023,Serie_A,a,0.2458,2.04226,0.2458,2.04226,"{'att': 197, 'def': 19}","{'att': 232, 'def': 23}",2,5,0,1,0.1861,l,2023-11-10 19:45:00,0,0,1,0,-1.7964600000000002
Verona,94,2023,Serie_A,h,1.94683,1.52186,1.94683,1.52186,"{'att': 212, 'def': 22}","{'att': 169, 'def': 23}",4,5,2,2,1.6699000000000002,d,2023-11-27 17:30:00,0,1,0,1,0.42497000000000007
Verona,94,2023,Serie_A,a,1.56674,2.14774,0.805443,2.14774,"{'att': 144, 'def': 28}","{'att': 222, 'def': 23}",5,0,3,3,0.9498000000000001,d,2023-12-03 14:00:00,0,1,0,1,-1.3422970000000003
Verona,94,2023,Serie_A,h,0.792676,1.01398,0.792676,1.01398,"{'att': 400, 'def': 25}","{'att': 119, 'def': 13}",0,7,1,1,1.1324,d,2023-12-09 14:00:00,0,1,0,1,-0.22130400000000006
Verona,94,2023,Serie_A,a,2.92504,0.330363,2.06048,0.330363,"{'att': 239, 'def': 22}","{'att': 102, 'def': 22}",2,8,0,1,2.9095,l,2023-12-17 14:00:00,0,0,1,0,1.7301170000000001
Verona,94,2023,Serie_A,h,0.986759,1.20911,0.986759,1.20911,"{'att': 186, 'def': 17}","{'att': 289, 'def': 23}",5,5,2,0,1.1502,w,2023-12-23 17:00:00,1,0,0,3,-0.22235099999999985
Verona,94,2023,Serie_A,h,0.812164,0.768493,0.812164,0.768493,"{'att': 145, 'def': 20}","{'att': 192, 'def': 19}",2,4,0,1,1.3428,l,2023-12-30 17:00:00,0,0,1,0,0.043671000000000015
Verona,94,2023,Serie_A,a,1.36479,2.12311,0.566071,2.12311,"{'att': 328, 'def': 22}","{'att': 160, 'def': 18}",4,10,1,2,0.7651,l,2024-01-06 11:30:00,0,0,1,0,-1.557039
Verona,94,2023,Serie_A,h,1.25066,0.720625,1.25066,0.720625,"{'att': 267, 'def': 28}","{'att': 131, 'def': 25}",1,4,2,1,1.8307000000000002,w,2024-01-13 17:00:00,1,0,0,3,0.5300350000000001
Verona,94,2023,Serie_A,a,1.09599,1.4542,0.334693,1.4542,"{'att': 407, 'def': 25}","{'att': 189, 'def': 22}",4,11,1,2,1.0715,l,2024-01-20 17:00:00,0,0,1,0,-1.119507
Verona,94,2023,Serie_A,h,2.29871,1.66579,0.697917,1.66579,"{'att': 236, 'def': 21}","{'att': 213, 'def': 17}",4,6,1,1,1.8624,d,2024-01-28 14:00:00,0,1,0,1,-0.9678730000000001
Verona,94,2023,Serie_A,a,1.18484,1.97716,1.18484,1.97716,"{'att': 358, 'def': 20}","{'att': 136, 'def': 18}",1,7,1,2,0.7734,l,2024-02-04 14:00:00,0,0,1,0,-0.7923200000000001
Verona,94,2023,Serie_A,a,0.576842,0.831924,0.576842,0.831924,"{'att': 266, 'def': 17}","{'att': 213, 'def': 20}",1,0,0,0,1.0473,d,2024-02-11 14:00:00,0,1,0,1,-0.25508200000000003
Verona,94,2023,Serie_A,h,0.617246,1.80606,0.617246,1.04476,"{'att': 286, 'def': 18}","{'att': 199, 'def': 16}",1,10,2,2,0.4687,d,2024-02-17 17:00:00,0,1,0,1,-0.42751399999999995
Verona,94,2023,Serie_A,a,0.701896,2.33279,0.701896,2.33279,"{'att': 284, 'def': 23}","{'att': 177, 'def': 16}",2,7,0,2,0.2602,l,2024-02-23 19:45:00,0,0,1,0,-1.630894
Verona,94,2023,Serie_A,h,0.504318,0.360012,0.504318,0.360012,"{'att': 156, 'def': 26}","{'att': 179, 'def': 21}",4,6,1,0,1.4548,w,2024-03-03 11:30:00,1,0,0,3,0.14430600000000005
Verona,94,2023,Serie_A,a,0.556534,1.03517,0.556534,1.03517,"{'att': 154, 'def': 25}","{'att': 103, 'def': 19}",3,6,1,0,0.8914,w,2024-03-10 11:30:00,1,0,0,3,-0.47863599999999995
Verona,94,2023,Serie_A,h,0.565727,2.75283,0.565727,2.75283,"{'att': 326, 'def': 29}","{'att': 194, 'def': 19}",3,7,1,3,0.1748,l,2024-03-17 14:00:00,0,0,1,0,-2.187103
