id,isResult,h,a,goals,xG,datetime,forecast,season,league
22305,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '0', 'a': '1'}","{'h': '0.844727', 'a': '0.690842'}",2023-08-19 16:30:00,"{'w': '0.3687', 'd': '0.3625', 'l': '0.2688'}",2023,Serie_A
22306,True,"{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '3'}","{'h': '0.871157', 'a': '1.31464'}",2023-08-19 16:30:00,"{'w': '0.2191', 'd': '0.3345', 'l': '0.4464'}",2023,Serie_A
22307,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '2', 'a': '0'}","{'h': '2.49549', 'a': '0.581247'}",2023-08-19 18:45:00,"{'w': '0.8664', 'd': '0.1054', 'l': '0.0282'}",2023,Serie_A
22308,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '1', 'a': '4'}","{'h': '0.79732', 'a': '1.1197'}",2023-08-19 18:45:00,"{'w': '0.2353', 'd': '0.3257', 'l': '0.439'}",2023,Serie_A
22309,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'h': '2', 'a': '2'}","{'h': '2.00607', 'a': '0.364297'}",2023-08-20 16:30:00,"{'w': '0.8622', 'd': '0.1218', 'l': '0.016'}",2023,Serie_A
22310,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '2'}","{'h': '0.381264', 'a': '1.50058'}",2023-08-20 16:30:00,"{'w': '0.0808', 'd': '0.2339', 'l': '0.6853'}",2023,Serie_A
22311,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '3'}","{'h': '1.20988', 'a': '1.86438'}",2023-08-20 18:45:00,"{'w': '0.1836', 'd': '0.2581', 'l': '0.5583'}",2023,Serie_A
22312,True,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '2', 'a': '1'}","{'h': '1.75411', 'a': '2.22215'}",2023-08-20 18:45:00,"{'w': '0.2793', 'd': '0.221', 'l': '0.4997'}",2023,Serie_A
22313,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '0', 'a': '0'}","{'h': '1.03099', 'a': '0.443184'}",2023-08-21 16:30:00,"{'w': '0.5171', 'd': '0.3415', 'l': '0.1414'}",2023,Serie_A
22314,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '2'}","{'h': '1.17349', 'a': '1.1479'}",2023-08-21 18:45:00,"{'w': '0.347', 'd': '0.2955', 'l': '0.3575'}",2023,Serie_A
22315,True,"{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '1'}","{'h': '0.760807', 'a': '1.44199'}",2023-08-26 16:30:00,"{'w': '0.1782', 'd': '0.2776', 'l': '0.5442'}",2023,Serie_A
22316,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '2', 'a': '0'}","{'h': '2.0469', 'a': '1.13824'}",2023-08-26 16:30:00,"{'w': '0.6009', 'd': '0.216', 'l': '0.1831'}",2023,Serie_A
22317,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '4', 'a': '1'}","{'h': '3.25277', 'a': '0.563184'}",2023-08-26 18:45:00,"{'w': '0.9517', 'd': '0.0413', 'l': '0.007'}",2023,Serie_A
22318,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '2', 'a': '1'}","{'h': '0.904461', 'a': '2.00413'}",2023-08-26 18:45:00,"{'w': '0.1104', 'd': '0.2373', 'l': '0.6523'}",2023,Serie_A
22319,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '2', 'a': '2'}","{'h': '1.51003', 'a': '0.494028'}",2023-08-27 16:30:00,"{'w': '0.6768', 'd': '0.2373', 'l': '0.0859'}",2023,Serie_A
22320,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '1', 'a': '1'}","{'h': '0.915803', 'a': '0.687398'}",2023-08-27 16:30:00,"{'w': '0.3953', 'd': '0.3558', 'l': '0.2489'}",2023,Serie_A
